ID_Cartao,Produto_Mastercard,Tipo_Cartao,Data_Emissao,Data_Ativacao,Data_Validade,Limite_Cartao
69065038,Platinum,Crédito,2021-09-24 23:04:44,2021-10-15 23:04:44,2026-10-15,20000.0
80089188,Maestro/Debit,Débito,2022-09-26 18:46:16,2022-10-14 18:46:16,2027-10-14,0.0
98980541,Platinum,Crédito,2021-12-27 18:31:58,2021-12-31 18:31:58,2026-12-31,13000.0
99921830,Maestro/Debit,Débito,2021-04-24 15:40:55,2021-04-25 15:40:55,2026-04-25,0.0
93370639,Platinum,Crédito,2023-04-28 19:31:51,2023-04-29 19:31:51,2028-01-01,11000.0
11407896,Black,Crédito,2022-06-03 22:10:27,2022-06-05 22:10:27,2027-06-05,41000.0
93324386,Black,Crédito,2022-02-26 20:41:19,2022-03-14 20:41:19,2027-03-14,34000.0
70393567,Black,Crédito,2021-10-09 22:08:17,2021-11-07 22:08:17,2026-11-07,25000.0
62923758,Standard,Crédito,2021-05-23 07:21:08,2021-06-15 07:21:08,2026-06-15,6000.0
47236238,Standard,Crédito,2021-03-18 10:42:28,2021-04-10 10:42:28,2026-04-10,20000.0
49117018,Gold,Crédito,2021-06-08 10:11:57,2021-06-10 10:11:57,2026-06-10,18000.0
28181268,Gold,Crédito,2023-09-07 18:35:57,2023-09-08 18:35:57,2028-01-01,9000.0
52716768,Platinum,Crédito,2022-07-19 22:53:08,2022-07-25 22:53:08,2027-07-25,21000.0
11064389,Black,Crédito,2021-11-07 20:33:42,2021-12-01 20:33:42,2026-12-01,34000.0
76816517,Platinum,Crédito,2021-06-07 04:38:01,2021-06-30 04:38:01,2026-06-30,12000.0
34678407,Platinum,Crédito,2020-10-10 08:17:53,2020-10-12 08:17:53,2025-10-12,18000.0
21728187,Black,Crédito,2021-07-26 16:01:12,2021-08-09 16:01:12,2026-08-09,32000.0
69130728,Black,Crédito,2022-06-11 11:51:51,2022-07-09 11:51:51,2027-07-09,37000.0
58207758,Gold,Crédito,2020-10-01 03:42:24,2020-10-18 03:42:24,2025-10-18,14000.0
43115335,Standard,Crédito,2021-02-10 20:55:30,2021-03-10 20:55:30,2026-03-10,15000.0
33917691,Maestro/Debit,Débito,2021-09-04 01:07:07,2021-09-13 01:07:07,2026-09-13,0.0
48607717,Maestro/Debit,Débito,2023-02-25 07:48:55,2023-02-26 07:48:55,2028-01-01,0.0
63227912,Platinum,Crédito,2022-06-07 22:13:20,2022-06-13 22:13:20,2027-06-13,15000.0
82749819,Platinum,Crédito,2020-12-19 03:56:50,2020-12-27 03:56:50,2025-12-27,11000.0
62236083,Gold,Crédito,2020-10-23 15:32:35,2020-10-27 15:32:35,2025-10-27,17000.0
34872002,Standard,Crédito,2022-08-29 17:16:30,2022-09-17 17:16:30,2027-09-17,20000.0
69146113,Black,Crédito,2022-04-18 21:32:31,2022-04-25 21:32:31,2027-04-25,30000.0
68750966,Platinum,Crédito,2023-02-27 11:30:02,2023-02-28 11:30:02,2028-01-01,11000.0
21915349,Gold,Crédito,2021-01-16 21:03:56,2021-01-19 21:03:56,2026-01-19,21000.0
73684294,Platinum,Crédito,2021-04-26 18:38:40,2021-05-15 18:38:40,2026-05-15,27000.0
84983428,Gold,Crédito,2022-02-05 20:49:37,2022-03-04 20:49:37,2027-03-04,14000.0
78494919,Gold,Crédito,2022-08-10 05:06:34,2022-08-23 05:06:34,2027-08-23,17000.0
82096053,Black,Crédito,2021-12-29 11:03:50,2022-01-09 11:03:50,2027-01-09,27000.0
24399989,Platinum,Crédito,2021-03-29 22:16:51,2021-03-30 22:16:51,2026-03-30,24000.0
34281868,Platinum,Crédito,2020-06-26 10:33:17,2020-07-08 10:33:17,2025-07-08,14000.0
82588963,Black,Crédito,2021-08-22 01:27:56,2021-08-22 01:27:56,2026-08-22,34000.0
90758072,Black,Crédito,2022-02-28 06:52:35,2022-03-19 06:52:35,2027-03-19,18000.0
24368015,Maestro/Debit,Débito,2020-06-03 17:46:42,2020-06-09 17:46:42,2025-06-09,0.0
43735238,Black,Crédito,2021-08-06 11:47:17,2021-09-02 11:47:17,2026-09-02,35000.0
46401107,Gold,Crédito,2021-02-26 14:41:45,2021-03-22 14:41:45,2026-03-22,9000.0
16295089,Platinum,Crédito,2020-08-06 08:14:04,2020-08-14 08:14:04,2025-08-14,33000.0
88572129,Maestro/Debit,Débito,2022-10-17 21:57:53,2022-11-13 21:57:53,2027-11-13,0.0
63675158,Platinum,Crédito,2020-03-31 04:59:08,2020-04-25 04:59:08,2025-04-25,13000.0
27334277,Platinum,Crédito,2022-06-07 06:56:42,2022-06-23 06:56:42,2027-06-23,12000.0
54605881,Maestro/Debit,Débito,2022-09-29 11:58:18,2022-10-19 11:58:18,2027-10-19,0.0
85422748,Maestro/Debit,Débito,2022-05-12 09:52:33,2022-06-03 09:52:33,2027-06-03,0.0
22386160,Black,Crédito,2020-07-24 19:20:33,2020-08-05 19:20:33,2025-08-05,33000.0
31949873,Maestro/Debit,Débito,2021-12-27 21:37:05,2022-01-18 21:37:05,2027-01-18,0.0
97940880,Platinum,Crédito,2022-07-30 07:20:29,2022-08-08 07:20:29,2027-08-08,13000.0
13764413,Platinum,Crédito,2022-11-07 06:08:34,2022-11-22 06:08:34,2027-11-22,36000.0
92950743,Black,Crédito,2020-11-01 00:22:41,2020-11-06 00:22:41,2025-11-06,35000.0
66863583,Black,Crédito,2023-01-17 10:36:35,2023-01-18 10:36:35,2028-01-01,36000.0
39822102,Standard,Crédito,2022-08-02 17:27:07,2022-08-12 17:27:07,2027-08-12,12000.0
16179883,Platinum,Crédito,2023-01-07 12:35:12,2023-01-08 12:35:12,2028-01-01,33000.0
19807588,Platinum,Crédito,2022-01-17 06:49:30,2022-02-05 06:49:30,2027-02-05,26000.0
38710022,Standard,Crédito,2021-01-27 14:23:52,2021-01-29 14:23:52,2026-01-29,8000.0
10648938,Gold,Crédito,2021-02-04 17:52:07,2021-03-03 17:52:07,2026-03-03,13000.0
57960751,Black,Crédito,2021-03-08 08:00:27,2021-04-05 08:00:27,2026-04-05,38000.0
88068152,Gold,Crédito,2021-05-05 02:11:06,2021-05-13 02:11:06,2026-05-13,9000.0
19524745,Black,Crédito,2022-09-10 20:24:36,2022-09-24 20:24:36,2027-09-24,16000.0
27295669,Standard,Crédito,2022-08-04 01:43:51,2022-08-31 01:43:51,2027-08-31,17000.0
10014118,Gold,Crédito,2020-09-05 22:48:03,2020-09-17 22:48:03,2025-09-17,17000.0
75445247,Maestro/Debit,Débito,2020-06-10 03:43:39,2020-06-19 03:43:39,2025-06-19,0.0
14485789,Black,Crédito,2022-03-06 03:01:13,2022-03-25 03:01:13,2027-03-25,24000.0
91714136,Black,Crédito,2023-02-16 00:21:25,2023-02-17 00:21:25,2028-01-01,17000.0
14953759,Platinum,Crédito,2020-04-26 05:39:14,2020-05-08 05:39:14,2025-05-08,27000.0
15232479,Black,Crédito,2022-07-30 19:53:35,2022-08-15 19:53:35,2027-08-15,36000.0
31878285,Platinum,Crédito,2022-08-07 17:44:48,2022-08-13 17:44:48,2027-08-13,26000.0
87188924,Maestro/Debit,Débito,2022-09-05 10:45:08,2022-10-02 10:45:08,2027-10-02,0.0
86632063,Platinum,Crédito,2020-10-21 15:12:49,2020-10-26 15:12:49,2025-10-26,13000.0
53673378,Platinum,Crédito,2021-08-09 21:11:19,2021-08-21 21:11:19,2026-08-21,19000.0
40852124,Standard,Crédito,2021-05-20 08:53:54,2021-06-16 08:53:54,2026-06-16,13000.0
21108325,Platinum,Crédito,2020-10-11 08:05:31,2020-10-27 08:05:31,2025-10-27,14000.0
98255010,Standard,Crédito,2022-03-10 16:44:11,2022-03-24 16:44:11,2027-03-24,18000.0
61948516,Black,Crédito,2022-11-15 06:36:11,2022-11-18 06:36:11,2027-11-18,45000.0
73966685,Platinum,Crédito,2020-09-29 15:59:57,2020-10-26 15:59:57,2025-10-26,31000.0
42376095,Black,Crédito,2020-11-23 07:51:34,2020-12-07 07:51:34,2025-12-07,24000.0
29197395,Black,Crédito,2022-05-27 10:46:37,2022-06-09 10:46:37,2027-06-09,18000.0
86745025,Maestro/Debit,Débito,2021-03-02 20:12:58,2021-03-22 20:12:58,2026-03-22,0.0
25379736,Black,Crédito,2021-08-21 18:36:29,2021-08-31 18:36:29,2026-08-31,19000.0
92092850,Gold,Crédito,2022-06-14 21:25:17,2022-07-07 21:25:17,2027-07-07,26000.0
40980587,Platinum,Crédito,2021-12-27 19:29:35,2021-12-30 19:29:35,2026-12-30,24000.0
43230748,Black,Crédito,2022-06-20 15:29:48,2022-06-22 15:29:48,2027-06-22,42000.0
26344556,Standard,Crédito,2020-03-20 23:01:07,2020-03-21 23:01:07,2025-03-21,18000.0
21157643,Black,Crédito,2023-03-04 03:23:37,2023-03-05 03:23:37,2028-01-01,30000.0
